Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobLevel,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_2,Education_3,Education_4,Education_5,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,JobSatisfaction_2,JobSatisfaction_3,JobSatisfaction_4,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,WorkLifeBalance_2,WorkLifeBalance_3,WorkLifeBalance_4,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition
30.0,138,22,1,48,3,1,2132.0,11539.0,4,11,80,7,2,5,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
50.0,939,24,1,95,3,4,13973.0,4161.0,3,18,80,22,2,12,11,1,5,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
38.0,1391,10,1,66,3,1,2684.0,12127.0,0,17,80,3,0,2,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46.0,566,7,1,75,3,3,10845.0,24208.0,6,13,80,13,3,8,7,0,7,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.0,1206,17,1,41,2,2,4377.0,24117.0,1,15,80,5,6,4,2,3,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35.0,622,14,1,39,2,1,3743.0,10074.0,1,24,80,5,2,4,2,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
31.0,853,1,1,96,3,2,4148.0,11275.0,1,12,80,4,1,4,3,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19.0,287,5,1,73,3,1,1382.46,13493.0,1,15,80,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54.0,1441,17,1,56,3,3,10739.0,13943.0,8,11,80,22,2,10,7,0,8,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
35.0,583,25,1,57,3,3,10388.0,6975.0,1,11,80,16,3,16,10,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.0,153,8,1,73,4,3,11416.0,17802.0,0,12,80,9,4,8,7,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
20.0,1097,11,1,98,2,1,2600.0,18275.0,1,15,80,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
30.0,117,5,1,60,3,1,2422.0,25725.0,0,17,80,4,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
26.0,1066,2,1,32,4,2,5472.0,3334.0,1,12,80,8,2,8,7,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22.0,217,8,1,94,1,1,2451.0,6881.0,1,15,80,4,3,4,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48.0,277,6,1,97,2,2,4240.0,13119.0,2,13,80,19,0,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,1355,4,1,78,2,3,10999.0,22245.0,7,14,80,27,3,15,11,4,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.0,549,7,1,42,3,2,5003.0,23371.0,6,14,80,8,6,2,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39.0,466,1,1,65,2,4,12742.0,7060.0,1,16,80,21,3,21,6,11,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27.0,1055,2,1,47,3,2,4227.0,4658.0,0,18,80,4,2,3,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35.0,802,10,1,45,3,1,3917.0,9541.0,1,20,80,3,4,3,2,1,2,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
42.0,265,5,1,90,3,5,18303.0,7770.0,6,13,80,21,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50.0,804,9,1,64,3,1,2380.0,20165.0,4,18,80,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
58.309999999999945,715,2,1,69,2,4,13726.0,21829.0,3,13,80,30,4,5,3,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
37.0,1141,11,1,61,1,2,4777.0,14382.0,5,15,80,15,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55.0,135,18,1,62,3,2,6385.0,12992.0,3,14,80,17,3,8,7,6,7,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41.0,247,7,1,55,1,5,19626.31,20284.0,1,22,80,21,3,21,15,5,10,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38.0,1035,3,1,42,3,2,6861.0,4981.0,8,12,80,19,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
26.0,265,29,1,79,1,2,4969.0,21813.0,8,18,80,7,6,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
52.0,266,2,1,57,1,5,19626.31,25846.0,1,15,80,33,3,31,14,6,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
44.0,1448,28,1,53,4,4,13320.0,11737.0,3,18,80,23,2,12,11,11,11,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
50.0,145,1,1,95,3,2,6347.0,24920.0,0,12,80,19,3,18,7,0,13,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36.0,885,16,1,43,4,1,2743.0,8269.0,1,16,80,18,1,17,13,14,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
39.0,945,22,1,82,3,3,10880.0,5083.0,1,13,80,21,2,21,6,2,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
33.0,1038,8,1,88,2,1,2342.0,21437.0,0,19,80,3,2,2,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45.0,1234,11,1,90,3,4,17650.0,5404.0,3,13,80,26,4,9,3,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32.0,1109,29,1,69,3,1,4025.0,11135.0,9,12,80,10,2,8,7,7,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34.0,216,1,1,75,4,2,9725.0,12278.0,0,11,80,16,2,15,1,0,9,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.309999999999945,1089,1,1,66,3,3,11904.0,11038.0,3,14,80,14,1,6,4,0,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
45.0,788,24,1,36,3,1,2177.0,8318.0,1,16,80,6,3,6,3,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
53.0,124,2,1,38,2,3,7525.0,23537.0,2,12,80,30,2,15,7,6,12,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36.0,660,15,1,81,3,2,4834.0,7858.0,7,14,80,9,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
26.0,342,2,1,57,3,1,2042.0,15346.0,6,14,80,6,2,3,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
34.0,1333,10,1,87,3,1,2220.0,18410.0,1,19,80,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
28.0,1144,10,1,74,3,1,1382.46,23384.0,1,22,80,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38.0,1186,3,1,44,3,1,2821.0,2997.0,3,16,80,8,2,2,2,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
50.0,1464,2,1,62,3,5,19237.0,12853.0,2,11,80,29,2,8,1,7,7,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
37.0,124,3,1,35,3,2,4107.0,13848.0,3,15,80,8,3,4,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,300,26,1,74,3,2,8396.0,22217.0,1,14,80,8,3,7,7,7,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26.0,921,1,1,66,2,1,2007.0,25265.0,1,13,80,5,5,5,3,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,430,1,1,40,3,5,19626.31,21445.0,9,17,80,23,0,2,2,2,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54.0,1082,2,1,41,2,3,10686.0,8392.0,6,11,80,13,4,9,4,7,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
56.0,1240,9,1,63,3,1,2942.0,12154.0,2,19,80,18,4,5,4,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36.0,796,12,1,51,2,3,8858.0,15669.0,0,11,80,15,2,14,8,7,8,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55.0,444,2,1,40,2,4,16756.0,17323.0,7,15,80,31,3,9,7,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
43.0,415,25,1,79,2,3,10798.0,5268.0,5,13,80,18,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,769,9,1,54,3,1,2323.0,17205.0,1,14,80,2,3,2,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
21.0,1334,10,1,36,2,1,1416.0,17258.0,1,13,80,1,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
46.0,1003,8,1,74,2,2,4615.0,21029.0,8,23,80,19,2,16,13,1,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
51.0,1323,4,1,34,3,1,2461.0,10332.0,9,12,80,18,2,10,0,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
28.0,1366,24,1,72,2,3,8722.0,12355.0,1,12,80,10,2,10,7,1,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
26.0,192,1,1,59,2,1,3955.0,11141.0,1,16,80,6,2,5,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30.0,1176,20,1,85,3,2,9957.0,9096.0,0,15,80,7,1,6,2,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
41.0,509,7,1,43,4,1,3376.0,18863.0,1,13,80,10,3,10,6,0,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
38.0,330,17,1,65,2,3,8823.0,24608.0,0,18,80,20,4,19,9,1,9,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40.0,1485,20,1,61,3,3,10322.0,26542.0,4,20,80,14,6,11,10,11,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27.0,1277,8,1,87,1,1,4621.0,5869.0,1,19,80,3,4,3,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
55.0,1091,2,1,65,3,3,10976.0,15813.0,3,18,80,23,4,3,2,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28.0,857,10,1,59,3,2,3660.0,7909.0,3,13,80,10,4,8,7,1,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
44.0,1376,1,1,91,2,3,10482.0,2326.0,9,14,80,24,1,20,6,3,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
33.0,654,5,1,34,2,3,7119.0,21214.0,4,15,80,9,2,3,2,1,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,1204,4,1,86,3,3,9582.0,10333.0,0,22,80,9,2,8,7,4,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
33.0,827,29,1,54,2,2,4508.0,3129.0,1,22,80,14,4,13,7,3,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
28.0,895,15,1,50,3,1,2207.0,22482.0,1,16,80,4,5,4,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34.0,618,3,1,45,3,2,7756.0,22266.0,0,17,80,7,1,6,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37.0,309,10,1,88,2,2,6694.0,24223.0,2,14,80,8,5,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,1219,4,1,32,3,1,3691.0,4605.0,1,15,80,7,3,7,7,5,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
26.0,1330,21,1,37,3,1,2377.0,19373.0,1,20,80,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
33.0,1017,25,1,55,2,1,2313.0,2993.0,4,20,80,5,0,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
42.0,469,2,1,35,3,4,17665.0,14399.0,0,17,80,23,3,22,6,13,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28.0,1009,1,1,45,2,1,2596.0,7160.0,1,15,80,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50.0,959,1,1,81,3,2,4728.0,17251.0,3,14,80,5,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
33.0,970,7,1,30,3,2,4302.0,13401.0,0,17,80,4,3,3,2,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34.0,697,3,1,40,2,1,2979.0,22478.0,3,17,80,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
48.0,1262,1,1,35,4,4,16885.0,16154.0,2,22,80,27,3,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45.0,1050,9,1,65,2,2,5593.0,17970.0,1,13,80,15,2,15,10,4,12,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
52.0,994,7,1,87,3,3,10445.0,15322.0,7,19,80,18,4,8,6,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,770,10,1,73,2,3,8740.0,5569.0,0,14,80,9,2,8,7,2,7,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,1107,28,1,93,3,1,2514.0,26704.24,4,22,80,11,1,7,5,1,7,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28.0,950,3,1,93,3,3,7655.0,8039.0,0,17,80,10,3,9,7,1,7,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46.0,406,3,1,52,3,4,17465.0,15596.0,3,12,80,23,3,12,9,4,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38.0,130,2,1,32,3,3,7351.0,20619.0,7,16,80,10,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43.0,1082,27,1,83,3,3,10820.0,11535.0,8,11,80,18,1,8,7,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39.0,203,2,1,84,3,4,12169.0,13547.0,7,11,80,21,4,18,7,11,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.0,1308,14,1,44,2,5,19626.0,17544.0,1,14,80,21,2,20,7,4,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21.0,984,1,1,70,2,1,2070.0,25326.0,1,11,80,2,6,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
39.0,439,9,1,70,3,2,6782.0,8770.0,9,15,80,9,2,5,4,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,217,18,1,78,3,2,7779.0,23238.0,2,20,80,18,0,11,9,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
31.0,793,20,1,67,4,1,2791.0,21981.0,0,12,80,3,4,2,2,2,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
28.0,1451,2,1,67,2,1,3201.0,19911.0,0,17,80,6,2,5,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35.0,1182,11,1,54,3,2,4968.0,18500.0,1,11,80,5,3,5,2,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.0,174,8,1,56,2,4,13120.0,11879.0,6,17,80,22,3,9,8,2,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
34.0,1003,2,1,95,3,2,4033.0,15834.0,2,11,80,5,3,3,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
29.0,490,10,1,61,3,1,3291.0,17940.0,0,14,80,8,2,7,5,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42.0,188,29,1,56,1,2,4272.0,9558.0,4,19,80,16,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29.0,718,8,1,79,2,2,5056.0,17689.0,1,15,80,10,2,10,7,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
38.0,433,1,1,37,4,1,2844.0,6004.0,1,13,80,7,2,7,6,5,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28.0,773,6,1,39,2,1,2703.0,22088.0,1,14,80,3,2,3,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19.0,247,8,1,80,3,1,1904.0,13556.0,1,12,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
33.0,603,9,1,77,3,2,8224.0,18385.0,0,17,80,6,3,5,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
41.0,167,12,1,46,3,1,4766.0,9051.0,3,11,80,6,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
31.0,874,15,1,72,3,1,2610.0,6233.0,1,12,80,2,5,2,2,2,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
37.0,367,25,1,52,2,2,5731.0,17171.0,7,13,80,9,2,6,2,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
